text,sentiment
"@portugaltheman @liftingfaces Where'd the songs go on the site, I want &quot;Do You&quot; on this computer too",neutral
back time.  I wish I was a teenager again. I wish I could feel healthy again. I can't remember what it's like to feel healthy anymore.,sad
The 3d version of Up sold out   regular version it is!,sad
"@YEPNAYDEA I don't have ur #...anymore, I think!!",sad
@NickTheIntern my love!!! We still havn't done lunch together like we said we would.. I miss you my friend,sad
"To all my friends: Im deeply sorry i'm moving, i will miss u all so very very much!",happy
Where is my bestie when i need him @iAmcertiPHIed,happy
@CheetahmamiBia oooo ok   why  havent you accepted my friends request,neutral
Damn i have something to say and no one is listening,sad
just got home after killing a possum,neutral
@Jessicaveronica OMG YAYA!!! we put you #5 please not the end of the year,sad
I miss the old healthy me and I am loosing faith that I ever will be again,sad
@Jukie_08 hell yeah! i missed u last nite  lol do u like my opinion?,happy
"gonna get off to try and catch some Z's, no more high school after tomorrow! which really sucks  i wish i didn.. http://tinyurl.com/lk9ag8",sad
... that's all,neutral
Rawr and whatnot. I am having a godawful drawing night tonight... even less progress has been made than I expected.,sad
@allyycase suuure,happy
@anshprat yahoo maps! lots more to desire #yahoo,neutral
I miss my daily quotes! Why don't i get them anymore? @sschabowski am I kicked from your mailinglist?,sad
now aches &amp; chills have joined the party. Why couldn't the cold just go away? It had to get worse?,sad
@MateRiaLGirL1 I won't b hereeeeee. Imma b in georgia  and then I'm off to LA. Grrrrrr!,sad
"@sensonize ohh sorry , thats someone else's pic  my bad",sad
"Missed my train by 5 secs  yesterdaynight knijp, jaap &amp; flashback. Now sitting on the blisters. If you know what I mean. ;)",sad
Why am I still upppp????? LOL.  Work in less than 5 hours.,sad
bed. with stomach ache,sad
@Bam_Hall Is that why you aint answer my call? Thought we were homies!?,sad
gnite  Fukn Nite * wanted sum {pinga} but couldn't get any,sad
@Tinkabellastar no. my school will start on June1.  two days to go. i still don't want. :l,sad
"facebook quizzes are one cure of boredom haha, my teeth/mouth hurts",neutral
lappy charger is completely dead... conserving what's left of the battery until i can afford to buy a new one,sad
finally accepting the fact that all cute guys are taken,sad
Summer Glau to appear in Dollhouse next year http://tinyurl.com/mnrezc... I still can't believe they won't renew TSCC,happy
"Finally watched the rest of The Guild Season 2. I always feel so sorry (and hopeful at the same time) for your char, @feliciaday",sad
@debbylovespr I've got one too  though i think mine was attributed to the seizure inducing color/light show in the movie The Soloist.,neutral
@GoblinZA Can't access your site!,sad
@craftjoshua I CAN'T!!! My heart aches for her children  I wanna adopt alexis,happy
@TicketChoice lunch was going home to rest...not well today,happy
goodnight everyone.,neutral
those workmen extending R block can't start this early surely.. its 7:45am and already they're making a racket and woken me up!,sad
@HazelAngeli @V0TR0N  too bad Vo got me sick I think  &amp; I don't even have meds to feel like you.,sad
@IsaGoksu  http://yfrog.com/11z2ip  nothing there,neutral
@Steinmoney      You'll be missed!!  Bring me back  a keychain!,sad
Only one more day of Jay Leno  que sad!,happy
"Just spoke to Keith Urban's record company, we can't get him on the show till we're back from holidays  sorry Jack, we're trying mate!",sad
Summer Glau to appear in Dollhouse next year http://tinyurl.com/mnrezc ... I still can't believe they won't renew TSCC,sad
Honza takes his flight back to the Czech Republic in the morning  I'm really going to miss him.,sad
Not actually managed to purchase anything from the ovi store yet. Constant server error on check out,sad
@HoptonHouseBnB now theres a thought .... do you still get goldfish at the fair ?? not seen them for years,sad
@cocoy @mike_online That's the sad thing about it.,sad
ah thats better snow patrol! now to be stuck indoors  still weekend coming up and fresh air excellent hope its sunny!,happy
Good morning my sexy twitter how's yall doing??? I'm gd but it's like 7:49am n I still wanna sleep,happy
"Oops, Corey saw my last tweet. I guess I'M not getting laid tomorrow.",sad
@FriendlyFetus cause they changed man....,happy
feels disappointed..mahirap talaga mag-supervise ng tao..  http://plurk.com/p/wxqwa,sad
I dont get twitter  Someone help me!,sad
"up early again  loads to do- but the suns out, hurrah!",happy
Its so Fucking hot! Damn no air conditioning.,sad
@hillaryhatt I never liked that boy  Jerms!,sad
"really, realy want a netbook. mrr. Techno-lust sucks",neutral
@BevJack Babes it was sooo much fun!!  Thank you so much for making that happen!  Had fun with the ladies too!  Time went to fast.,happy
Matty is le tired.,sad
watching two of my patients die tonight has put me in a funk. one was young.,sad
@RichardGiles mine pools... just in someone elses pocket,neutral
"The Aila Cyclone left my house in Calcutta with a broken sunshade, balcony and a huge branch of tree thru our bathroom window.....",sad
@hot30 guys why did paranoid drop out of the countdown?? thats so not fair  iv voted heaps for it!!!!!,sad
@NellaGrl not really having a good night... missing my little girl...,sad
my knee is killing me  im off to bed!!,sad
@ndrew10 I know!!!! He didn't ask me,neutral
Nite Tweeple.  Tomorrow will be day 25 at work.,sad
@MrsSOsbourne Ozzy isn't following you yet,neutral
Ahh man up and getting ready for work  I wanna sleep!!!,sad
@JasmineCJones  I was just thinking the same thing! I love our morning chats! We totally need 2 live 2gether full time. Lol,sad
Wish I was at sri panwa now,sad
i wish i was at @angelcore's burning trees and trying on dresses...,happy
I just spent 2 hours playing TF2 and I don't think I'm any better at it than when I started.,happy
@tanyaDlove whats up? im sad  you didnt text today.,sad
Tweeting from the tarmac at Cork Airport. Delayed,sad
I hate TweetDeck when it reaches access limits,neutral
"this sucks i'm tweetless...and i f'n hate money, why does it have to be an issue",sad
"have to wear my glasses today, cos my right eye is swollen and i don't know why",sad
@ANAIZZ you might want to get some rest...i promise you wont retain the knowledge sleepy,neutral
@lizhodgins I heard your moving to Sydney next year im not happy,sad
dam it keeps rainin on me,sad
wants to go home.,sad
"wants to listen to musiq soulchild, but it is not on the iPod",sad
"still has half a math worksheet, science WB pages + worksheet, and english to go! feels a sniffle and dry eyes coming along too.",sad
i miss seeing fireflies.....,sad
Never has a chance of sleeping before midnight  my mind is so tired......,sad
@KevinDavis1914  .... It was just alriiightt,happy
happy to b home .. then my mind wanders an I can't sleep,sad
i wanna be love drunk,happy
weebo is dying,sad
4 cases of swine flu!,sad
"@relly1 Hopfully a quiet one @ home,,, No cash to do anything  Then u coming 2 the pub 2moz 2 watch the Pups???",sad
Got a flat on the way in today - Pot hole. Another thing to tick off the &quot;crap things that can happen in a week&quot; list,sad
@Brookeleeadams hang in there- health should be priority #1 right now! i do hate seeing good people get mistreated so i'm genuinely sorry,sad
@FrankieTheSats people are pathetic  how do u know some one is trying?,sad
@ColeDavid had  a little family party tonight   hope it rocked,happy
Complicated with a dream,sad
"@ddlovato, ahhhhhhh so excited for july 21 (: ecxept stupid australia won't get it til like decembbberrrrrrrr  but stilll ahhh! congratss.",happy
Had a awesome time 2. Got2meet brandon rhyder! Unfortunatly i can't sleep n tomorrow.  back 2 the ole job. @pattymlt got my game face on!,sad
@Saresa And I feel your pain.,sad
"My Pandora is hitten hard, why can't real radio play great music like this",happy
2orw!!!!! Nooooooo I want to go back to Newcastle!!!!,sad
@kimberlymdg I had fun tonight! I'll leave you with this...Brandi Carlile will be in Dallas today.  We should just sneak into the show!,happy
"bout to watch notorious cause that's how i'm feelin now. wish i could eat something, but i can't.  surgery tomorrow. no food til saturday",sad
Where are all you Motivated/Determined/wannabe sexy successful young professionals!??! I might really have to join a BNI if there is no1!,happy
"meh, almost didn't sleep, ain't finished anything, I'm close to cancel the Dokomi",sad
"Hospitals unnerve me  ~  waiting for the Doc, flipping thru magazines  ~",sad
"@Wolfie85 @christelmcr Ah  sameway Yet,@mikeyway has 2006 votes ((.We need more vote :'D",neutral
I want a Monte Cristo sandwich sooo... BAd!!!,neutral
"Awake, no migrane (yey) but tummy is hurting, evil IBS",sad
Just finished watching &quot;Marley and Me&quot;,neutral
@DHughesy ME! I wanted to go.,happy
@Jessicaveronica you guys gonna tour with Short Stack again? I missed your last tour  Me friend went and said it was mad!,sad
@hudaaaa eeeeeeeeeeeeee i jealous sia i didnt get to seee,happy
@GeoffComma no fair,neutral
@rsuenaga im not at litle oven tonight,sad
arrrgh. i'm bored. so bored. there's nothing to do except slouch at the computer all day long.,happy
wow i'm really reallly ill,sad
"Nina was on my lap, but just decided to jump off",neutral
"the swine flu is in robina, gold coast",neutral
I'm going to miss Miss Suhana,sad
Unstable broadband and electricity taking toll on my mental stability.,sad
Why are the sinks in hospital toilets so low? Now the crotch of my grey suit is spattered with water! Just in time for Physio,sad
mary hates me again  i wana walmart it butno one wants to go,sad
is feeling really sick,sad
"@mandy2610 and @esko yea, just confirmed that this game indeed is already patched...  LOL guess you'll have to help me tomorrow ;)",happy
@MaritessDeLeon aww tessy wanna hug?,happy
Def wants to cuddle it out maybe play but has no one to do it with the bc is far away,neutral
My face an my arms. Tragic. Seriously.,sad
Feeling nauseous and can't sleep.,sad
just got Up and going to get ready to go to meadowhall ;) can't believe my internet broke yesterday  GUTTED,happy
@andyclemmensen you didnt send me the text,sad
@MissMadalena err i think they're like 15 bucks a ticket cause its 3D too. too expensive,sad
Damnit. I have run out of candy coated books.,sad
Omg grr my parents left probably 15 minutes ago to belgium and typical i wake up a stupid o'clock,sad
Gotta go back out there.,neutral
I don't remember what i text to twitter to get a list of commands  halp,neutral
I am watching Blood + on veoh episode 19 love the music.wishing i could watch the live action but not old enough,happy
is it unny today or not? taking too long to decide haha. i wna get a tan,happy
Gonna go watch Shorty Street &amp; then prison break marathon then bed maybe. Nobodies texting me!,happy
@gettothefalcon i miss that too,neutral
tummy hurts,sad
I should go get a life. Sam just texted me 'Phuture tonight?'  http://sgBEAT.com/pic/81/,sad
Just watched The Goode Family premiere online... And I think this may be the last episode I watch. It's pretty amazingly mediocre  pass.,sad
